coal,electricity,natural gas,wood,private,public,walk/bicycle,diesel,electric,hybrid,lpg,petrol,Vehicle Monthly Distance Km,Frequency of Traveling by Air,extra large waste bag,large waste bag,medium waste bag,small waste bag,Waste Bag Weekly Count,CarbonEmission
0,0,1,0,0,1,0,0,0,0,0,0,1873,3,1,0,0,0,7,3778
0,0,1,0,0,1,0,0,0,0,0,0,1661,3,1,0,0,0,2,2069
1,0,0,0,0,1,0,0,0,0,0,0,774,2,0,1,0,0,2,2421
0,1,0,0,0,1,0,0,0,0,0,0,1043,3,0,0,1,0,2,2801
0,1,0,0,1,0,0,0,0,0,0,1,9006,2,0,0,0,1,4,5547
0,0,1,0,0,0,1,0,0,0,0,0,15,2,1,0,0,0,2,2343
0,0,1,0,0,1,0,0,0,0,0,0,1199,0,1,0,0,0,5,2232
1,0,0,0,0,0,1,0,0,0,0,0,20,2,0,1,0,0,2,2309
0,0,0,1,1,0,0,1,0,0,0,0,4058,1,1,0,0,0,3,2233
0,0,0,1,0,0,1,0,0,0,0,0,95,2,0,0,0,1,4,1419
1,0,0,0,0,0,1,0,0,0,0,0,71,2,0,0,1,0,5,2087
0,1,0,0,0,1,0,0,0,0,0,0,1603,3,0,1,0,0,5,2829
0,0,1,0,0,1,0,0,0,0,0,0,1595,3,0,1,0,0,2,3057
1,0,0,0,0,0,1,0,0,0,0,0,92,2,0,1,0,0,4,2337
0,0,1,0,0,0,1,0,0,0,0,0,80,2,0,0,1,0,3,1651
0,1,0,0,0,0,1,0,0,0,0,0,21,2,0,1,0,0,3,2214
0,1,0,0,0,0,1,0,0,0,0,0,31,2,0,0,1,0,3,1402
0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0,1,2,2317
1,0,0,0,1,0,0,0,1,0,0,0,2698,0,0,0,1,0,1,2027
0,0,1,0,1,0,0,0,1,0,0,0,1580,0,0,1,0,0,5,1543
0,0,0,1,1,0,0,0,0,0,1,0,5541,1,0,0,0,1,3,2522
0,1,0,0,1,0,0,0,0,0,0,1,7014,1,0,1,0,0,2,3996
1,0,0,0,0,1,0,0,0,0,0,0,1122,3,0,0,1,0,5,2673
1,0,0,0,1,0,0,0,0,0,0,1,1644,0,0,0,0,1,3,2235
0,0,1,0,0,1,0,0,0,0,0,0,1854,1,0,1,0,0,3,1378
0,0,1,0,0,0,1,0,0,0,0,0,72,3,1,0,0,0,6,2939
0,1,0,0,1,0,0,0,0,0,0,1,4383,3,0,0,0,1,2,4311
1,0,0,0,0,0,1,0,0,0,0,0,69,2,0,0,1,0,7,2107
0,0,1,0,1,0,0,0,0,0,0,1,5954,0,1,0,0,0,4,3419
0,0,0,1,1,0,0,1,0,0,0,0,9258,1,0,0,0,1,4,3713
0,0,1,0,1,0,0,0,1,0,0,0,2041,2,0,1,0,0,1,1484
1,0,0,0,1,0,0,0,1,0,0,0,2033,0,1,0,0,0,7,2517
0,0,0,1,0,1,0,0,0,0,0,0,1958,2,0,0,1,0,7,1890
1,0,0,0,0,0,1,0,0,0,0,0,58,2,0,1,0,0,5,3071
1,0,0,0,0,0,1,0,0,0,0,0,92,2,1,0,0,0,4,2073
1,0,0,0,0,0,1,0,0,0,0,0,93,3,1,0,0,0,1,2233
0,0,0,1,1,0,0,0,1,0,0,0,7926,0,1,0,0,0,5,1644
0,1,0,0,0,1,0,0,0,0,0,0,1988,3,0,0,1,0,7,2957
0,0,1,0,0,1,0,0,0,0,0,0,757,2,1,0,0,0,4,2278
1,0,0,0,1,0,0,0,0,1,0,0,8497,1,0,0,0,1,6,2813
0,0,0,1,0,0,1,0,0,0,0,0,62,2,0,0,0,1,4,1983
0,0,0,1,1,0,0,0,0,0,0,1,5323,1,1,0,0,0,3,2779
0,1,0,0,0,0,1,0,0,0,0,0,17,3,0,0,1,0,5,2212
0,0,1,0,0,1,0,0,0,0,0,0,5,3,0,0,0,1,2,2910
1,0,0,0,0,1,0,0,0,0,0,0,1997,1,0,0,0,1,1,1051
0,0,1,0,1,0,0,0,0,0,1,0,7153,2,1,0,0,0,7,5044
0,0,1,0,0,1,0,0,0,0,0,0,1301,0,1,0,0,0,2,1595
1,0,0,0,1,0,0,0,0,0,1,0,2864,2,1,0,0,0,7,3745
1,0,0,0,1,0,0,0,0,1,0,0,6029,1,0,0,1,0,3,3084
0,0,0,1,1,0,0,0,1,0,0,0,825,2,1,0,0,0,7,2280
1,0,0,0,0,1,0,0,0,0,0,0,660,3,0,0,1,0,6,3669
0,0,0,1,0,1,0,0,0,0,0,0,967,3,0,0,0,1,2,1724
0,1,0,0,0,1,0,0,0,0,0,0,1111,1,0,0,0,1,3,1695
0,1,0,0,0,1,0,0,0,0,0,0,884,3,0,0,0,1,4,2423
1,0,0,0,1,0,0,1,0,0,0,0,704,2,0,1,0,0,6,2130
0,0,1,0,1,0,0,0,0,1,0,0,2514,1,0,1,0,0,5,2224
0,0,1,0,1,0,0,0,0,0,0,1,3208,3,0,0,1,0,2,3058
0,1,0,0,0,1,0,0,0,0,0,0,1954,3,0,0,0,1,1,1994
0,0,0,1,0,0,1,0,0,0,0,0,92,0,0,1,0,0,6,1605
0,0,1,0,0,1,0,0,0,0,0,0,1438,1,1,0,0,0,4,1751
0,0,1,0,0,1,0,0,0,0,0,0,1923,2,1,0,0,0,7,2405
0,0,1,0,0,1,0,0,0,0,0,0,846,2,1,0,0,0,4,1941
1,0,0,0,0,0,1,0,0,0,0,0,65,1,1,0,0,0,5,2195
0,1,0,0,0,0,1,0,0,0,0,0,41,2,0,0,0,1,3,2106
1,0,0,0,0,1,0,0,0,0,0,0,635,1,1,0,0,0,4,2516
0,1,0,0,1,0,0,0,0,1,0,0,9842,0,1,0,0,0,4,2956
0,0,1,0,0,0,1,0,0,0,0,0,77,2,0,1,0,0,1,1678
0,1,0,0,1,0,0,0,0,0,0,1,7953,0,0,1,0,0,7,4357
1,0,0,0,0,0,1,0,0,0,0,0,48,2,0,0,0,1,3,2249
0,0,1,0,0,0,1,0,0,0,0,0,86,0,0,0,0,1,7,776
0,1,0,0,0,0,1,0,0,0,0,0,18,2,1,0,0,0,4,2794
1,0,0,0,0,0,1,0,0,0,0,0,65,0,1,0,0,0,5,1939
1,0,0,0,1,0,0,0,0,1,0,0,1844,2,1,0,0,0,6,2250
0,1,0,0,0,0,1,0,0,0,0,0,91,1,0,1,0,0,7,1155
0,1,0,0,0,1,0,0,0,0,0,0,1749,0,0,0,1,0,6,1203
0,0,1,0,1,0,0,0,0,0,1,0,4397,3,0,0,0,1,6,4031
0,0,0,1,0,1,0,0,0,0,0,0,1008,3,1,0,0,0,5,2364
0,0,0,1,0,0,1,0,0,0,0,0,19,3,0,0,1,0,5,2446
1,0,0,0,1,0,0,0,0,0,1,0,6419,2,0,1,0,0,6,4445
0,1,0,0,0,0,1,0,0,0,0,0,95,1,0,0,1,0,3,1202
0,0,1,0,0,0,1,0,0,0,0,0,8,2,1,0,0,0,5,1670
1,0,0,0,1,0,0,0,0,0,1,0,7008,3,0,1,0,0,4,5133
0,1,0,0,0,1,0,0,0,0,0,0,1601,3,1,0,0,0,7,2698
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,2092
0,1,0,0,1,0,0,0,1,0,0,0,1072,1,0,1,0,0,3,1086
1,0,0,0,0,1,0,0,0,0,0,0,695,3,0,1,0,0,6,2835
1,0,0,0,0,0,1,0,0,0,0,0,42,1,0,1,0,0,1,987
0,0,1,0,1,0,0,0,1,0,0,0,9316,1,0,0,1,0,3,1790
0,0,1,0,1,0,0,0,0,0,1,0,9507,3,0,1,0,0,5,6621
0,0,0,1,0,1,0,0,0,0,0,0,1635,2,0,0,1,0,7,1749
1,0,0,0,0,1,0,0,0,0,0,0,810,3,0,1,0,0,5,2721
0,0,1,0,1,0,0,1,0,0,0,0,1899,1,0,1,0,0,6,1900
1,0,0,0,0,1,0,0,0,0,0,0,103,2,0,1,0,0,5,1756
0,1,0,0,0,0,1,0,0,0,0,0,71,2,1,0,0,0,2,1449
0,0,0,1,0,0,1,0,0,0,0,0,86,1,1,0,0,0,1,1400
1,0,0,0,0,1,0,0,0,0,0,0,818,0,0,0,0,1,7,1441
0,1,0,0,1,0,0,0,0,0,1,0,4809,3,0,1,0,0,4,4031
0,1,0,0,0,0,1,0,0,0,0,0,92,1,0,0,0,1,3,1284
0,0,1,0,1,0,0,0,1,0,0,0,3610,2,0,0,0,1,2,1733
0,0,0,1,1,0,0,0,1,0,0,0,5696,1,0,1,0,0,4,1645
0,0,1,0,0,1,0,0,0,0,0,0,1795,0,1,0,0,0,3,1374
0,1,0,0,0,0,1,0,0,0,0,0,98,3,0,0,0,1,5,1674
0,0,0,1,0,1,0,0,0,0,0,0,1895,3,0,0,1,0,4,2811
0,0,1,0,0,1,0,0,0,0,0,0,1321,0,0,0,0,1,4,1007
0,0,0,1,0,1,0,0,0,0,0,0,824,2,0,0,0,1,1,1466
0,1,0,0,0,1,0,0,0,0,0,0,984,2,1,0,0,0,1,2173
0,1,0,0,0,0,1,0,0,0,0,0,95,2,1,0,0,0,6,2420
1,0,0,0,1,0,0,0,1,0,0,0,9746,1,0,1,0,0,5,1660
1,0,0,0,1,0,0,0,0,0,0,1,3315,3,0,0,0,1,6,3973
0,0,0,1,0,0,1,0,0,0,0,0,32,1,0,0,1,0,4,1387
1,0,0,0,1,0,0,0,0,0,0,1,7885,3,1,0,0,0,6,6810
0,0,0,1,0,0,1,0,0,0,0,0,51,2,0,0,0,1,1,1130
0,0,1,0,1,0,0,0,0,0,1,0,2916,0,1,0,0,0,5,2393
0,0,1,0,0,0,1,0,0,0,0,0,54,0,0,0,1,0,5,2038
1,0,0,0,0,1,0,0,0,0,0,0,1758,0,0,0,0,1,4,1652
0,0,0,1,0,1,0,0,0,0,0,0,1414,2,0,0,0,1,4,1475
0,0,1,0,0,1,0,0,0,0,0,0,479,0,0,0,1,0,5,1867
0,0,0,1,0,0,1,0,0,0,0,0,25,1,1,0,0,0,1,1467
0,0,0,1,0,1,0,0,0,0,0,0,575,1,0,1,0,0,6,1873
0,0,1,0,0,1,0,0,0,0,0,0,23,3,0,1,0,0,7,2212
1,0,0,0,0,1,0,0,0,0,0,0,1401,3,0,0,1,0,7,3044
0,0,0,1,0,1,0,0,0,0,0,0,197,0,0,1,0,0,5,1795
1,0,0,0,0,1,0,0,0,0,0,0,780,1,0,0,1,0,7,2059
0,0,0,1,0,0,1,0,0,0,0,0,22,2,1,0,0,0,4,1681
0,0,1,0,0,0,1,0,0,0,0,0,56,0,0,1,0,0,7,1624
0,1,0,0,0,1,0,0,0,0,0,0,57,3,0,0,1,0,6,2333
0,0,0,1,1,0,0,0,0,1,0,0,3805,3,0,1,0,0,2,3171
1,0,0,0,1,0,0,0,0,0,1,0,7958,0,0,1,0,0,6,3492
1,0,0,0,0,1,0,0,0,0,0,0,137,0,0,0,0,1,4,1526
0,1,0,0,0,0,1,0,0,0,0,0,82,1,1,0,0,0,3,1311
0,0,1,0,0,0,1,0,0,0,0,0,8,2,0,0,1,0,7,2570
0,0,1,0,0,1,0,0,0,0,0,0,298,2,1,0,0,0,2,2474
0,0,1,0,0,1,0,0,0,0,0,0,308,0,0,0,1,0,4,1404
1,0,0,0,1,0,0,0,0,0,1,0,8198,1,1,0,0,0,2,4612
0,0,0,1,0,1,0,0,0,0,0,0,1092,3,0,1,0,0,2,2911
0,1,0,0,0,0,1,0,0,0,0,0,20,3,0,0,1,0,4,2635
0,1,0,0,0,0,1,0,0,0,0,0,42,1,0,0,0,1,6,1735
0,0,0,1,0,1,0,0,0,0,0,0,854,3,0,1,0,0,5,3119
0,1,0,0,1,0,0,0,1,0,0,0,1401,1,1,0,0,0,2,766
0,1,0,0,1,0,0,0,0,0,1,0,4293,0,0,0,1,0,6,2297
0,0,0,1,1,0,0,1,0,0,0,0,5235,3,0,0,0,1,2,3670
0,0,0,1,0,0,1,0,0,0,0,0,42,3,0,0,1,0,6,2822
0,0,0,1,0,1,0,0,0,0,0,0,317,3,0,0,1,0,5,2486
0,0,1,0,0,1,0,0,0,0,0,0,762,2,0,1,0,0,6,1650
0,0,1,0,0,0,1,0,0,0,0,0,26,3,0,0,1,0,7,3202
0,0,1,0,0,0,1,0,0,0,0,0,99,1,0,0,0,1,3,1133
0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,4,3289
0,1,0,0,0,0,1,0,0,0,0,0,70,3,0,0,1,0,5,2426
1,0,0,0,0,0,1,0,0,0,0,0,70,1,0,1,0,0,7,2795
0,0,0,1,1,0,0,0,0,0,1,0,1771,0,1,0,0,0,3,1608
0,0,0,1,0,1,0,0,0,0,0,0,1692,3,0,0,1,0,6,2438
0,1,0,0,0,1,0,0,0,0,0,0,909,0,0,1,0,0,6,1528
0,0,1,0,0,0,1,0,0,0,0,0,81,3,1,0,0,0,6,3211
0,0,0,1,1,0,0,0,0,0,1,0,8358,2,1,0,0,0,5,3941
0,0,0,1,0,0,1,0,0,0,0,0,67,3,1,0,0,0,4,2454
0,0,0,1,0,1,0,0,0,0,0,0,1862,2,0,1,0,0,5,2198
1,0,0,0,1,0,0,0,0,0,1,0,3800,1,0,0,0,1,7,2126
0,0,0,1,0,1,0,0,0,0,0,0,1287,1,1,0,0,0,5,1581
1,0,0,0,0,1,0,0,0,0,0,0,1320,2,1,0,0,0,1,2153
1,0,0,0,1,0,0,0,0,0,1,0,7468,1,1,0,0,0,7,4422
1,0,0,0,0,1,0,0,0,0,0,0,480,0,0,1,0,0,2,1667
0,0,0,1,0,1,0,0,0,0,0,0,1301,3,0,1,0,0,4,2768
0,1,0,0,0,0,1,0,0,0,0,0,50,2,0,0,0,1,5,1493
0,1,0,0,0,1,0,0,0,0,0,0,1598,2,0,1,0,0,2,1974
0,1,0,0,0,1,0,0,0,0,0,0,963,2,0,0,0,1,6,1783
0,0,1,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,3,2380
0,0,0,1,0,0,1,0,0,0,0,0,42,2,0,0,0,1,5,2324
0,0,0,1,1,0,0,0,0,0,1,0,732,1,0,0,0,1,7,2262
0,0,0,1,0,0,1,0,0,0,0,0,25,2,0,0,0,1,4,2173
0,0,1,0,1,0,0,0,0,0,1,0,196,0,1,0,0,0,4,1662
0,0,0,1,0,1,0,0,0,0,0,0,638,1,0,1,0,0,4,1781
0,1,0,0,0,0,1,0,0,0,0,0,50,2,0,1,0,0,2,2176
1,0,0,0,0,0,1,0,0,0,0,0,16,0,0,1,0,0,5,1731
1,0,0,0,1,0,0,0,0,1,0,0,5393,1,0,1,0,0,3,2303
0,0,0,1,0,0,1,0,0,0,0,0,83,0,1,0,0,0,5,2162
1,0,0,0,1,0,0,0,0,0,0,1,7749,3,0,0,1,0,5,6069
1,0,0,0,0,1,0,0,0,0,0,0,860,3,1,0,0,0,4,3811
0,1,0,0,0,0,1,0,0,0,0,0,65,0,0,1,0,0,2,1097
0,1,0,0,1,0,0,0,0,1,0,0,2761,3,1,0,0,0,3,2188
1,0,0,0,1,0,0,0,1,0,0,0,9445,3,1,0,0,0,5,3779
1,0,0,0,0,1,0,0,0,0,0,0,64,0,1,0,0,0,2,1179
0,0,1,0,1,0,0,0,1,0,0,0,6726,0,0,0,0,1,7,848
1,0,0,0,0,0,1,0,0,0,0,0,81,2,0,0,1,0,2,2239
0,1,0,0,0,0,1,0,0,0,0,0,54,1,0,1,0,0,4,1509
0,0,1,0,0,0,1,0,0,0,0,0,37,3,0,1,0,0,6,3058
0,1,0,0,0,0,1,0,0,0,0,0,18,3,0,0,1,0,3,1825
1,0,0,0,0,0,1,0,0,0,0,0,70,0,0,0,1,0,7,2034
0,0,0,1,0,1,0,0,0,0,0,0,203,3,0,0,0,1,7,1997
0,0,0,1,1,0,0,1,0,0,0,0,5287,1,0,1,0,0,4,2801
1,0,0,0,0,0,1,0,0,0,0,0,52,3,0,1,0,0,6,2753
0,1,0,0,0,1,0,0,0,0,0,0,1934,3,0,0,1,0,5,2912
0,0,0,1,0,0,1,0,0,0,0,0,69,0,0,1,0,0,2,1642
0,1,0,0,1,0,0,1,0,0,0,0,4306,0,1,0,0,0,5,2207
0,1,0,0,0,1,0,0,0,0,0,0,840,1,1,0,0,0,1,1283
0,0,1,0,0,0,1,0,0,0,0,0,53,0,0,0,1,0,5,1161
0,0,1,0,0,1,0,0,0,0,0,0,1935,3,0,0,0,1,3,2156
0,1,0,0,0,0,1,0,0,0,0,0,32,2,0,0,0,1,3,1639
0,0,0,1,1,0,0,1,0,0,0,0,555,3,0,0,0,1,7,2278
0,1,0,0,1,0,0,0,0,1,0,0,6898,3,1,0,0,0,2,2964
0,0,1,0,0,1,0,0,0,0,0,0,1643,0,0,0,0,1,1,1183
0,0,1,0,0,0,1,0,0,0,0,0,57,3,0,0,1,0,7,2274
1,0,0,0,0,1,0,0,0,0,0,0,1850,1,1,0,0,0,2,1544
0,1,0,0,0,1,0,0,0,0,0,0,1996,3,0,0,0,1,5,2404
0,1,0,0,1,0,0,1,0,0,0,0,5413,1,0,1,0,0,2,2108
0,0,1,0,0,0,1,0,0,0,0,0,6,3,0,0,0,1,1,2094
0,0,1,0,0,1,0,0,0,0,0,0,1727,0,1,0,0,0,7,1967
0,0,1,0,0,0,1,0,0,0,0,0,75,2,0,0,1,0,7,1750
1,0,0,0,1,0,0,0,0,0,0,1,5499,1,0,0,0,1,4,3800
0,0,1,0,1,0,0,0,0,0,1,0,8786,0,0,0,1,0,2,3266
1,0,0,0,0,1,0,0,0,0,0,0,1531,0,0,0,1,0,5,1704
1,0,0,0,0,0,1,0,0,0,0,0,50,0,1,0,0,0,7,1974
0,0,0,1,1,0,0,0,0,1,0,0,5310,1,0,0,0,1,1,2288
0,0,0,1,0,0,1,0,0,0,0,0,79,0,0,0,0,1,4,1397
0,0,1,0,0,1,0,0,0,0,0,0,1215,3,0,0,1,0,5,2336
1,0,0,0,1,0,0,0,0,1,0,0,8809,2,0,0,1,0,5,3799
0,1,0,0,0,0,1,0,0,0,0,0,46,3,0,0,1,0,6,2313
0,1,0,0,1,0,0,0,1,0,0,0,9285,0,0,1,0,0,6,1616
0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0,0,2,1353
1,0,0,0,1,0,0,0,0,1,0,0,9352,3,1,0,0,0,6,5015
1,0,0,0,1,0,0,0,1,0,0,0,8920,2,0,1,0,0,2,2179
0,1,0,0,0,0,1,0,0,0,0,0,25,2,0,0,1,0,7,1376
0,1,0,0,0,0,1,0,0,0,0,0,14,3,0,0,1,0,3,1752
0,0,0,1,1,0,0,0,0,0,0,1,5278,0,1,0,0,0,3,3312
0,0,1,0,0,0,1,0,0,0,0,0,75,2,0,1,0,0,3,2025
1,0,0,0,1,0,0,0,0,0,1,0,7148,2,0,0,0,1,7,3633
0,0,1,0,0,0,1,0,0,0,0,0,31,1,0,0,1,0,5,2445
0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,2,1151
0,1,0,0,0,0,1,0,0,0,0,0,88,2,0,1,0,0,3,2080
1,0,0,0,0,1,0,0,0,0,0,0,342,1,0,0,0,1,3,1164
0,1,0,0,0,1,0,0,0,0,0,0,1962,1,0,0,1,0,3,1037
0,0,0,1,1,0,0,0,0,0,1,0,9014,3,1,0,0,0,3,3949
0,0,1,0,0,1,0,0,0,0,0,0,1557,1,0,0,0,1,4,1546
0,0,0,1,0,1,0,0,0,0,0,0,1537,1,0,0,0,1,1,1219
0,0,1,0,0,1,0,0,0,0,0,0,293,1,1,0,0,0,2,1304
1,0,0,0,1,0,0,0,0,1,0,0,6180,3,0,1,0,0,7,3958
1,0,0,0,0,0,1,0,0,0,0,0,61,1,0,0,0,1,1,851
0,0,0,1,0,0,1,0,0,0,0,0,11,2,0,0,0,1,6,1357
1,0,0,0,0,0,1,0,0,0,0,0,80,1,1,0,0,0,4,1869
0,1,0,0,1,0,0,1,0,0,0,0,8717,1,0,0,0,1,6,3635
0,1,0,0,0,1,0,0,0,0,0,0,1604,3,0,1,0,0,3,2279
0,1,0,0,1,0,0,0,0,1,0,0,9050,3,0,0,0,1,5,4851
1,0,0,0,0,0,1,0,0,0,0,0,86,0,0,0,0,1,7,1510
0,1,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,1,4,1447
0,1,0,0,1,0,0,0,0,1,0,0,1760,3,0,0,0,1,3,2105
0,0,1,0,0,1,0,0,0,0,0,0,631,1,0,0,1,0,3,891
0,0,1,0,0,1,0,0,0,0,0,0,755,0,0,0,0,1,1,1336
0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,4,2207
0,0,1,0,1,0,0,0,0,0,1,0,6482,3,1,0,0,0,7,5918
1,0,0,0,0,0,1,0,0,0,0,0,76,1,0,0,1,0,3,1514
0,1,0,0,0,1,0,0,0,0,0,0,1795,2,1,0,0,0,4,2499
0,1,0,0,0,1,0,0,0,0,0,0,311,2,0,1,0,0,2,1632
0,0,1,0,0,1,0,0,0,0,0,0,1959,1,0,1,0,0,5,1826
0,0,1,0,0,0,1,0,0,0,0,0,52,0,0,0,1,0,5,1656
0,1,0,0,0,0,1,0,0,0,0,0,14,3,0,0,0,1,3,2418
0,0,1,0,0,1,0,0,0,0,0,0,649,0,0,1,0,0,4,1459
1,0,0,0,0,0,1,0,0,0,0,0,69,0,0,1,0,0,4,1874
0,1,0,0,0,0,1,0,0,0,0,0,29,0,0,0,1,0,1,1057
1,0,0,0,0,0,1,0,0,0,0,0,96,3,0,1,0,0,1,2782
1,0,0,0,0,0,1,0,0,0,0,0,50,0,0,1,0,0,7,1809
0,1,0,0,1,0,0,0,0,0,0,1,1614,3,0,0,0,1,3,2612
0,1,0,0,0,1,0,0,0,0,0,0,601,2,1,0,0,0,5,2866
0,0,0,1,1,0,0,0,0,0,1,0,4215,1,0,1,0,0,4,2578
0,1,0,0,0,1,0,0,0,0,0,0,1890,1,0,0,1,0,6,1322
0,1,0,0,0,1,0,0,0,0,0,0,909,3,0,0,1,0,1,2249
0,0,0,1,0,1,0,0,0,0,0,0,1046,3,0,0,1,0,5,3301
0,1,0,0,0,1,0,0,0,0,0,0,1394,3,0,1,0,0,7,2599
0,0,1,0,0,0,1,0,0,0,0,0,15,3,0,1,0,0,6,2741
0,0,1,0,1,0,0,0,0,0,1,0,6127,0,0,0,0,1,7,2467
1,0,0,0,0,0,1,0,0,0,0,0,98,0,0,0,1,0,4,1579
0,0,1,0,0,1,0,0,0,0,0,0,1372,0,0,1,0,0,7,2456
0,1,0,0,0,1,0,0,0,0,0,0,1978,3,0,1,0,0,7,2161
0,1,0,0,0,1,0,0,0,0,0,0,1108,0,1,0,0,0,7,1565
0,0,0,1,0,1,0,0,0,0,0,0,1957,1,1,0,0,0,2,2271
0,0,1,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,2,3439
0,1,0,0,0,1,0,0,0,0,0,0,415,2,0,0,1,0,6,2573
0,0,1,0,0,1,0,0,0,0,0,0,1818,1,0,1,0,0,4,1544
0,0,0,1,0,1,0,0,0,0,0,0,639,0,0,0,0,1,7,791
1,0,0,0,0,1,0,0,0,0,0,0,388,1,0,1,0,0,3,1264
0,0,1,0,0,1,0,0,0,0,0,0,804,2,1,0,0,0,7,3011
0,0,1,0,1,0,0,1,0,0,0,0,4084,0,0,0,1,0,3,2780
0,1,0,0,0,0,1,0,0,0,0,0,30,1,1,0,0,0,2,1273
1,0,0,0,0,1,0,0,0,0,0,0,1488,1,0,0,0,1,3,1332
0,0,1,0,0,1,0,0,0,0,0,0,447,1,0,1,0,0,5,1594
0,0,1,0,0,1,0,0,0,0,0,0,1476,1,1,0,0,0,7,2322
1,0,0,0,0,1,0,0,0,0,0,0,1368,0,0,0,0,1,4,1410
1,0,0,0,0,0,1,0,0,0,0,0,8,3,1,0,0,0,1,3159
0,1,0,0,0,1,0,0,0,0,0,0,1227,0,0,1,0,0,2,1159
0,0,0,1,0,1,0,0,0,0,0,0,1597,2,1,0,0,0,7,2970
0,0,1,0,0,1,0,0,0,0,0,0,574,0,1,0,0,0,7,1711
0,1,0,0,0,0,1,0,0,0,0,0,19,2,0,0,0,1,1,1211
0,0,1,0,0,0,1,0,0,0,0,0,73,2,0,0,1,0,2,1514
0,0,0,1,0,1,0,0,0,0,0,0,338,2,0,0,1,0,1,1649
0,1,0,0,0,1,0,0,0,0,0,0,1527,0,0,0,1,0,1,789
1,0,0,0,0,0,1,0,0,0,0,0,95,0,0,0,1,0,5,1280
1,0,0,0,0,0,1,0,0,0,0,0,69,0,0,0,1,0,5,1182
0,0,0,1,1,0,0,0,0,0,1,0,2266,1,0,1,0,0,3,2727
0,0,1,0,0,1,0,0,0,0,0,0,885,0,1,0,0,0,7,2299
0,1,0,0,0,0,1,0,0,0,0,0,56,1,0,0,1,0,5,1174
1,0,0,0,0,1,0,0,0,0,0,0,1370,1,0,0,0,1,6,1507
0,0,1,0,0,0,1,0,0,0,0,0,42,3,1,0,0,0,5,4158
0,1,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,1107
0,1,0,0,0,0,1,0,0,0,0,0,13,2,1,0,0,0,2,2048
0,0,1,0,1,0,0,0,0,1,0,0,3849,1,0,0,0,1,7,1423
0,0,1,0,0,0,1,0,0,0,0,0,50,3,1,0,0,0,7,3191
1,0,0,0,0,0,1,0,0,0,0,0,50,2,0,0,0,1,4,1846
0,1,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,7,2399
0,1,0,0,1,0,0,1,0,0,0,0,9445,1,0,1,0,0,3,3582
0,1,0,0,1,0,0,1,0,0,0,0,4197,3,0,0,0,1,2,3538
1,0,0,0,0,1,0,0,0,0,0,0,600,0,0,0,0,1,6,1622
0,1,0,0,1,0,0,0,0,1,0,0,1720,1,0,1,0,0,1,1387
0,1,0,0,0,1,0,0,0,0,0,0,1890,3,0,0,1,0,3,2262
0,0,0,1,1,0,0,0,0,0,0,1,601,3,0,0,0,1,4,2729
0,0,0,1,1,0,0,0,1,0,0,0,6894,3,0,0,0,1,7,2026
1,0,0,0,0,1,0,0,0,0,0,0,636,2,0,1,0,0,4,1802
0,1,0,0,0,1,0,0,0,0,0,0,1201,3,1,0,0,0,2,2761
0,0,0,1,0,0,1,0,0,0,0,0,48,1,0,0,0,1,3,976
0,1,0,0,1,0,0,0,1,0,0,0,5442,3,0,1,0,0,3,2522
0,0,0,1,0,1,0,0,0,0,0,0,236,2,1,0,0,0,4,2457
1,0,0,0,1,0,0,0,0,0,1,0,3388,3,0,1,0,0,3,3559
0,1,0,0,0,1,0,0,0,0,0,0,1084,2,0,1,0,0,2,1472
1,0,0,0,0,0,1,0,0,0,0,0,95,3,0,1,0,0,2,3060
1,0,0,0,1,0,0,1,0,0,0,0,5698,0,0,0,1,0,1,2790
1,0,0,0,0,1,0,0,0,0,0,0,780,1,0,0,1,0,7,1916
1,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,2809
1,0,0,0,0,0,1,0,0,0,0,0,75,1,0,0,0,1,6,1696
0,0,0,1,0,1,0,0,0,0,0,0,495,0,0,0,0,1,3,1648
0,0,0,1,0,0,1,0,0,0,0,0,95,1,0,0,1,0,2,1208
0,1,0,0,0,0,1,0,0,0,0,0,43,3,0,0,0,1,1,2439
0,0,1,0,1,0,0,0,0,1,0,0,6716,2,0,1,0,0,3,2999
0,0,1,0,0,1,0,0,0,0,0,0,1840,0,0,1,0,0,6,1471
1,0,0,0,0,1,0,0,0,0,0,0,1386,2,0,0,1,0,5,2471
0,1,0,0,1,0,0,1,0,0,0,0,3717,3,0,0,1,0,5,2899
0,1,0,0,0,0,1,0,0,0,0,0,71,3,0,1,0,0,1,2163
0,0,0,1,0,0,1,0,0,0,0,0,46,1,1,0,0,0,1,1182
