Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Weekly Count,CarbonEmission,Microwave,Stove,Grill,Oven,Airfryer,coal,electricity,natural gas,wood,diesel,electric,hybrid,lpg,petrol,private,public,walk/bicycle,extra large,large,medium,small
1,133,4,1167,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,9,1,1279,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,34,6,842,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,9359,2,2654,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,62,1,830,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1681,3,1624,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,93,3,1439,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,56,1,2904,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,3509,7,4103,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,37,2,1060,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3,6731,2,4203,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1388,1,856,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,159,7,2433,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,7976,5,4483,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
0,1032,7,1661,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1351,6,1484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,436,2,2955,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,4595,4,2590,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,770,4,1166,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1632,2,1742,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,69,5,1628,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1876,4,2090,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,158,3,1327,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,838,6,2673,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,2723,7,2664,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2,593,2,1239,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,4910,5,2991,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1,61,7,1688,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,54,2,1563,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,4425,2,3127,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
3,85,6,4095,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,7434,6,2486,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2,7258,1,5082,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0,7,5,2160,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2,74,3,2091,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,37,5,1696,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1170,1,1009,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,6890,2,2134,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,506,4,2047,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,99,6,2190,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1695,6,1177,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2,5671,4,1814,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,8553,6,1284,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,1418,7,1839,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,382,3,1026,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,5005,6,2600,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
3,77,4,2189,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,194,2,1500,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,1446,6,1685,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2,58,6,1914,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,7570,2,2845,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,8298,2,2152,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3,3216,1,2577,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,9945,3,4220,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,499,6,1199,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2,1426,3,1552,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3,95,5,3294,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3,1467,6,3243,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1172,2,1675,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1212,7,1304,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,99,6,2878,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,2787,2,1126,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,7,3,1489,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2,3347,4,1954,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2,1475,7,1957,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,1873,7,3778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3,1661,2,2069,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,774,2,2421,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,1043,2,2801,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,9006,4,5547,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2,15,2,2343,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1199,5,2232,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,20,2,2309,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,4058,3,2233,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2,95,4,1419,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2,71,5,2087,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,1603,5,2829,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,1595,2,3057,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2,92,4,2337,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,80,3,1651,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,21,3,2214,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,31,3,1402,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,3,2,2317,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,2698,1,2027,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,1580,5,1543,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,5541,3,2522,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,7014,2,3996,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3,1122,5,2673,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1644,3,2235,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,1854,3,1378,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3,72,6,2939,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3,4383,2,4311,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2,69,7,2107,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,5954,4,3419,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
1,9258,4,3713,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
2,2041,1,1484,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,2033,7,2517,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2,1958,7,1890,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2,58,5,3071,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,92,4,2073,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3,93,1,2233,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,7926,5,1644,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,1988,7,2957,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,757,4,2278,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,8497,6,2813,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2,62,4,1983,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,5323,3,2779,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
3,17,5,2212,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,5,2,2910,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1997,1,1051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,7153,7,5044,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0,1301,2,1595,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,2864,7,3745,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,6029,3,3084,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2,825,7,2280,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,660,6,3669,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,967,2,1724,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1111,3,1695,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,884,4,2423,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,704,6,2130,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,2514,5,2224,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3,3208,2,3058,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
3,1954,1,1994,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,92,6,1605,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1438,4,1751,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,1923,7,2405,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,846,4,1941,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,65,5,2195,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,41,3,2106,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,635,4,2516,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,9842,4,2956,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2,77,1,1678,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,7953,7,4357,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2,48,3,2249,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,86,7,776,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,18,4,2794,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,65,5,1939,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,1844,6,2250,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,91,7,1155,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1749,6,1203,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,4397,6,4031,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
3,1008,5,2364,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3,19,5,2446,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2,6419,6,4445,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,95,3,1202,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,8,5,1670,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3,7008,4,5133,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3,1601,7,2698,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,7,2092,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1072,3,1086,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3,695,6,2835,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,42,1,987,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,9316,3,1790,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
3,9507,5,6621,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2,1635,7,1749,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3,810,5,2721,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1899,6,1900,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2,103,5,1756,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,71,2,1449,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,86,1,1400,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,818,7,1441,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,4809,4,4031,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,92,3,1284,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,3610,2,1733,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1,5696,4,1645,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0,1795,3,1374,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3,98,5,1674,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,1895,4,2811,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,1321,4,1007,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,824,1,1466,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2,984,1,2173,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,95,6,2420,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,9746,5,1660,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3,3315,6,3973,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,32,4,1387,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3,7885,6,6810,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
2,51,1,1130,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,2916,5,2393,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0,54,5,2038,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1758,4,1652,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1414,4,1475,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,479,5,1867,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,25,1,1467,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,575,6,1873,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3,23,7,2212,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3,1401,7,3044,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,197,5,1795,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,780,7,2059,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,22,4,1681,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,56,7,1624,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3,57,6,2333,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,3805,2,3171,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0,7958,6,3492,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,137,4,1526,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,82,3,1311,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,8,7,2570,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,298,2,2474,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,308,4,1404,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,8198,2,4612,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3,1092,2,2911,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3,20,4,2635,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,42,6,1735,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,854,5,3119,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1401,2,766,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,4293,6,2297,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,5235,2,3670,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
3,42,6,2822,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3,317,5,2486,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2,762,6,1650,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3,26,7,3202,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,99,3,1133,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,0,4,3289,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3,70,5,2426,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,70,7,2795,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1771,3,1608,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
3,1692,6,2438,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,909,6,1528,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,81,6,3211,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2,8358,5,3941,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
3,67,4,2454,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2,1862,5,2198,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,3800,7,2126,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1287,5,1581,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2,1320,1,2153,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,7468,7,4422,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,480,2,1667,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,1301,4,2768,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2,50,5,1493,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1598,2,1974,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,963,6,1783,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,3,3,2380,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,42,5,2324,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,732,7,2262,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2,25,4,2173,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,196,4,1662,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1,638,4,1781,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2,50,2,2176,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,16,5,1731,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,5393,3,2303,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,83,5,2162,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3,7749,5,6069,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
3,860,4,3811,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,65,2,1097,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,2761,3,2188,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3,9445,5,3779,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,64,2,1179,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,6726,7,848,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2,81,2,2239,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,54,4,1509,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,37,6,3058,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3,18,3,1825,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,70,7,2034,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,203,7,1997,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,5287,4,2801,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
3,52,6,2753,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,1934,5,2912,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,69,2,1642,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,4306,5,2207,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,840,1,1283,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,53,5,1161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3,1935,3,2156,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,32,3,1639,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,555,7,2278,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
3,6898,2,2964,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,1643,1,1183,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,57,7,2274,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1850,2,1544,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,1996,5,2404,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,5413,2,2108,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
